Vehicle_ID,Global_Time,Local_X,Local_Y,v_Vel,v_Acc,Lane_ID,Distance_l,Distance_r,Phi,v_Vel_X,v_Vel_Y,v_Acc_X,v_Acc_Y
17,1.11885E+12,51.279,72.921,24.93,0,5,1.279,8.721,0.020103331,0.501142288,24.92496252,0,0
18,1.11885E+12,56.949,651.232,45.02,0.47,5,6.949,3.051,0.06038438,2.716853006,44.93794732,0.028363414,0.469143386
18,1.11885E+12,57.298,655.738,45.05,0.22,6,7.298,2.702,0.077297966,3.478806648,44.91548068,0.016988623,0.21934308
18,1.11885E+12,66.563,1307.362,64.41,-1.87,6,6.563,3.437,0.000155159,0.009993794,64.40999922,-0.000290147,-1.869999977
18,1.11885E+12,66.582,1313.775,64.4,1.54,8,6.582,3.418,0.002962723,0.1907991,64.39971736,0.004562587,1.539993241
18,1.11885E+12,20.55,2169.826,57.51,0,2,0.55,9.45,0.000909091,0.052281797,57.50997624,0,0
18,1.11885E+12,26.889,55.07,27.06,0,3,6.889,3.111,0.0029975,0.081112227,27.05987843,0,0
19,1.11885E+12,32.211,2164.376,45.04,0,3,2.211,7.789,0.000666667,0.03002666,45.03998999,0,0
19,1.11885E+12,39.404,74.376,28.41,0,4,9.404,0.596,0.003441613,0.097776038,28.40983175,0,0
20,1.11885E+12,31.167,2167.568,61.87,0,3,1.167,8.833,0.004880314,0.301943822,61.86926321,0,0
20,1.11885E+12,40.384,50.36,19.74,0,4,0.384,9.616,0.004353347,0.085934805,19.73981295,0,0
20,1.11885E+12,46.026,2051.909,55.08,-1.31,4,6.026,3.974,0.073925665,4.068117885,54.92956232,-0.096754438,-1.306422052
20,1.11885E+12,46.283,2057.407,54.99,-0.76,5,6.283,3.717,0.046710269,2.567663766,54.93002096,-0.035486897,-0.759171048
20,1.11885E+12,46.468,2144.718,53.6,-6.68,4,6.468,3.532,0,0,53.6,0,-6.68
20,1.11885E+12,46.467,2150.063,52.73,-9.97,5,6.467,3.533,0.000187091,0.009865294,52.72999908,-0.001865295,-9.969999826
20,1.11885E+12,46.435,2165.376,52.73,0,5,6.435,3.565,0.001,0.052729974,52.72997364,0,0
20,1.11885E+12,69.261,537.511,42.01,0,7,9.261,0.739,0.014021128,0.589008304,42.00587065,0,0
21,1.11885E+12,42.995,2125.597,65.08,0,4,2.995,7.005,0.000769112,0.050053823,65.07998075,0,0
21,1.11885E+12,52.617,77.841,22.62,0,5,2.617,7.383,0.004698767,0.106285728,22.61975029,0,0
23,1.11885E+12,9.207,2168.835,50.01,0,1,9.207,0.793,0.00059988,0.029999995,50.009991,0,0
23,1.11885E+12,53.189,39.499,24.67,0,5,3.189,6.811,0.020652329,0.509456729,24.66473908,0,0
25,1.11885E+12,46.009,2124.621,65.09,0,4,6.009,3.991,0.000769349,0.05007692,65.08998074,0,0
25,1.11885E+12,50.643,14.498,21.34,0,5,0.643,9.357,0.002196077,0.046864245,21.33994854,0,0
26,1.11885E+12,21.836,2131.087,69.51,0,2,1.836,8.164,0.000800107,0.055615398,69.50997775,0,0
26,1.11885E+12,37.225,77.85,20.02,0,4,7.225,2.775,0.007494854,0.150045575,20.01943771,0,0
27,1.11885E+12,10.242,2130.083,61.83,0,1,0.242,9.758,0.000769231,0.047561524,61.82998171,0,0
27,1.11885E+12,27.175,39.123,16.83,0,3,7.175,2.825,0.008098017,0.136288138,16.82944817,0,0
28,1.11885E+12,8.435,2166.846,45.01,0,1,8.435,1.565,0.000666667,0.03000666,45.00999,0,0
28,1.11885E+12,53.594,75.914,23.63,0,5,3.594,6.406,0.021594189,0.510231026,23.62449077,0,0
28,1.11885E+12,56.947,671.572,35.57,2.4,5,6.947,3.053,0.08468138,3.008518012,35.4425411,0.2029925,2.391400018
28,1.11885E+12,57.186,675.173,35.6,-2.83,6,7.186,2.814,0.066273255,2.35760116,35.52184844,-0.187416047,-2.82378739
28,1.11885E+12,68.954,1341.195,44.35,-2.06,6,8.954,1.046,0.000225734,0.010011286,44.34999887,-0.000465011,-2.059999948
28,1.11885E+12,68.957,1345.601,44.31,1.28,8,8.957,1.043,0.00068089,0.030170215,44.30998973,0.000871539,1.279999703
31,1.11885E+12,44.436,2124.601,65.09,0,4,4.436,5.564,0.000769112,0.050061514,65.08998075,0,0
31,1.11885E+12,49.571,19.539,20.51,0,5,9.571,0.429,0.002439353,0.050031085,20.50993898,0,0
31,1.11885E+12,46.286,2154.941,52.8,0,4,6.286,3.714,0.045725969,2.413489913,52.7448108,0,0
31,1.11885E+12,46.392,2160.378,52.8,0,5,6.392,3.608,0.019493576,1.029195631,52.78996833,0,0
32,1.11885E+12,21.956,2131.106,67.56,0,2,1.956,8.044,0.000857143,0.05790855,67.55997518,0,0
32,1.11885E+12,27.424,77.265,15,0,3,7.424,2.576,0.002662322,0.03993479,14.99994684,0,0
33,1.11885E+12,20.16,2169.893,55.03,0,2,0.16,9.84,0.00072714,0.040014532,55.02998545,0,0
33,1.11885E+12,53.144,79.977,26.1,0,5,3.144,6.856,0.015781142,0.411870718,26.09675004,0,0
35,1.11885E+12,56.933,671.247,40,-0.06,5,6.933,3.067,0.118284378,4.720349901,39.72050222,-0.007080525,-0.059580753
35,1.11885E+12,57.408,675.234,40.13,2.07,6,7.408,2.592,0.118578283,4.747402844,39.84820029,0.24488223,2.055464107
35,1.11885E+12,66.313,1303.91,84.91,-9.28,6,6.313,3.687,0.002447548,0.207821056,84.90974567,-0.022713219,-9.279972204
35,1.11885E+12,66.327,1312.285,84.42,0.82,8,6.327,3.673,0.00167164,0.141119803,84.41988205,0.001370744,0.819998854
35,1.11885E+12,7.504,2167.819,45.01,0,1,7.504,2.496,0.000888691,0.039999984,45.00998223,0,0
35,1.11885E+12,68.93,505.997,38.84,0,7,8.93,1.07,0.036946224,1.434664903,38.81349426,0,0
36,1.11885E+12,56.749,1051.746,7.76,-10.62,5,6.749,3.251,0.562897393,4.141037057,6.562729013,-5.667244013,-8.981466767
36,1.11885E+12,57.343,1052.617,10.87,11.2,6,7.343,2.657,0.598525762,6.124431041,8.980436762,6.31036133,9.253071916
37,1.11885E+12,23.806,2055.287,64.33,-2.02,2,3.806,6.194,0.06138226,3.94624159,64.20884734,-0.123914317,-2.016195735
37,1.11885E+12,24.304,2061.696,64.28,0.76,3,4.304,5.696,0.077547409,4.979752882,64.08681972,0.058876979,0.757715977
37,1.11885E+12,24.732,2126.57,65.05,0,3,4.732,5.268,0.000769349,0.050046146,65.04998075,0,0
37,1.11885E+12,50.396,55.559,21.69,0,5,0.396,9.604,0.012391381,0.268762177,21.68833481,0,0
39,1.11885E+12,6.734,2127.629,60.01,0,1,6.734,3.266,0.000833333,0.050008316,60.00997916,0,0
39,1.11885E+12,27.392,78.261,15,0,3,7.392,2.608,0.010079839,0.151195031,14.99923798,0,0
39,1.11885E+12,27.936,2166.885,40.01,0,3,7.936,2.064,0.00075,0.030007492,40.00998875,0,0
39,1.11885E+12,38.393,72.311,28.69,0,4,8.393,1.607,0.004992382,0.143230839,28.68964247,0,0
40,1.11885E+12,20.851,2168.384,55.03,0,2,0.851,9.149,0.000727273,0.040021808,55.02998545,0,0
40,1.11885E+12,26.929,70.755,21.48,0,3,6.929,3.071,0.002897549,0.062239267,21.47990983,0,0
42,1.11885E+12,40.612,2166.863,40.02,0,4,0.612,9.388,0.000749812,0.03000749,40.01998875,0,0
42,1.11885E+12,52.785,76.875,25,0,5,2.785,7.215,0.005824369,0.145608414,24.99957596,0,0
43,1.11885E+12,10.932,2130.599,63.85,0,1,0.932,9.068,0.000833333,0.053208315,63.84997783,0,0
43,1.11885E+12,52.402,80.449,26.48,0,5,2.402,7.598,0.02022503,0.535522285,26.47458434,0,0
43,1.11885E+12,12.954,450.724,31.45,0,1,2.954,7.046,0.084693576,2.660429765,31.33727195,0,0
43,1.11885E+12,13.221,453.869,31.45,0,2,3.221,6.779,0.084693576,2.660429765,31.33727195,0,0
44,1.11885E+12,12.562,396.446,49.86,-1.25,1,2.562,7.438,0.091092398,4.535588277,49.65327823,-0.11370809,-1.244817445
44,1.11885E+12,13.047,401.44,49.62,-3.44,2,3.047,6.953,0.096812934,4.796357076,49.38764379,-0.332516492,-3.423891468
44,1.11885E+12,23.057,974.445,60.47,3.39,2,3.057,6.943,0.041093102,2.484200597,60.41895106,0.139266413,3.387138153
44,1.11885E+12,23.33,980.526,60.72,1.01,3,3.33,6.67,0.044863808,2.723216653,60.65890282,0.045297247,1.008983726
44,1.11885E+12,34.412,1762.171,48.15,-5.62,3,4.412,5.588,0.024822774,1.195093847,48.13516647,-0.139489666,-5.618268651
44,1.11885E+12,34.691,1766.895,48.13,5.31,4,4.691,5.309,0.058991593,2.837618868,48.04627789,0.313063706,5.300763258
44,1.11885E+12,46.153,2039.556,48.48,6.78,4,6.153,3.847,0.088499739,4.284868893,48.29027126,0.599245278,6.753466154
44,1.11885E+12,46.596,2044.437,49.13,6.78,5,6.596,3.404,0.090512106,4.44079047,48.92889003,0.612834508,6.752246579
45,1.11885E+12,20.935,2165.856,50.04,0,2,0.935,9.065,0.0008,0.040031987,50.03998399,0,0
45,1.11885E+12,27.893,72.256,22.46,0,3,7.893,2.107,0.00332345,0.074644544,22.45987596,0,0
46,1.11885E+12,42.448,2166.896,37.89,0,4,2.448,7.552,0.00075,0.028417492,37.88998934,0,0
46,1.11885E+12,70.104,542.015,50.15,0,7,0.104,9.896,0.01701868,0.853445606,50.14273757,0,0
48,1.11885E+12,55.807,2150.196,55.5,0,5,5.807,4.193,0.000720721,0.03999999,55.49998559,0,0
48,1.11885E+12,67.15,518.07,27.97,0,7,7.15,2.85,0.006949719,0.194382081,27.96932455,0,0
48,1.11885E+12,17.659,2167.843,47.93,0,2,7.659,2.341,0.001,0.047929976,47.92997604,0,0
48,1.11885E+12,38.268,74.797,25,0,4,8.268,1.732,0.009846097,0.246148449,24.99878819,0,0
49,1.11885E+12,24.048,1973.178,63.26,-4.7,2,4.048,5.952,0.005674592,0.358972783,63.25898149,-0.026670441,-4.699924328
49,1.11885E+12,24.186,1979.46,63.05,-0.31,3,4.186,5.814,0.021963994,1.384718458,63.03479241,-0.006808291,-0.309925228
49,1.11885E+12,11.419,271.283,29.81,0.69,1,1.419,8.581,0.019558247,0.582994174,29.80429865,0.01349433,0.689868033
49,1.11885E+12,11.478,274.22,30.58,11.2,2,1.478,8.522,0.020085824,0.614183202,30.5738316,0.224946104,11.19774081
49,1.11885E+12,23.466,689.656,30.5,0,2,3.466,6.534,0.026542438,0.809449301,30.48925699,0,0
49,1.11885E+12,23.547,692.706,30.5,0,3,3.547,6.453,0.026551136,0.809714507,30.48924995,0,0
49,1.11885E+12,31.611,2172.533,43,0,3,1.611,8.389,0.023716483,1.019713153,42.98790743,0,0
49,1.11885E+12,50.743,78.418,25,0,5,0.743,9.257,0.009135825,0.228392443,24.99895672,0,0
52,1.11885E+12,7.732,2168.856,42.25,0,1,7.732,2.268,0.00075,0.031687491,42.24998812,0,0
52,1.11885E+12,39.164,73.346,25.27,0,4,9.164,0.836,0.014998565,0.378999528,25.26715772,0,0
53,1.11885E+12,57.469,853.858,59.76,-2.8,5,7.469,2.531,0.062107416,3.709153541,59.64477999,-0.173788988,-2.794601472
53,1.11885E+12,57.824,859.81,59.61,-1.12,6,7.824,2.176,0.059573242,3.54906086,59.50425419,-0.066682573,-1.118013164
53,1.11885E+12,68.273,1307.68,66.36,-2.32,6,8.273,1.727,0.007134062,0.473412361,66.35831132,-0.016550884,-2.319940962
53,1.11885E+12,68.37,1314.258,66.42,4.77,8,8.37,1.63,0.014745055,0.979331048,66.41277972,0.070331363,4.769481471
53,1.11885E+12,9.244,2166.832,45.01,0,1,9.244,0.756,0.000666667,0.03000666,45.00999,0,0
53,1.11885E+12,52.369,75.939,25,0,5,2.369,7.631,0.020622235,0.51551933,24.99468423,0,0
53,1.11885E+12,57.204,890.401,52.35,4.65,5,7.204,2.796,0.082901347,4.334916152,52.17021183,0.385049859,4.634030277
53,1.11885E+12,57.554,895.625,53.05,9.91,6,7.554,2.446,0.06689849,3.546318324,52.93133407,0.662469644,9.887832623
53,1.11885E+12,67.814,1340.149,59.43,-3.72,6,7.814,2.186,0.000168634,0.010021922,59.42999915,-0.000627319,-3.719999947
53,1.11885E+12,67.824,1346.038,59.32,1.82,8,7.824,2.176,0.00169808,0.10073003,59.31991448,0.003090503,1.819997376
54,1.11885E+12,8.719,2127.56,61.82,0,1,8.719,1.281,0.000666555,0.041206456,61.81998627,0,0
54,1.11885E+12,38.841,64.803,22.5,0,4,8.841,1.159,0.014601749,0.328527669,22.49760142,0,0
55,1.11885E+12,43.72,2128.634,63.81,0,4,3.72,6.28,0.000923077,0.058901513,63.80997281,0,0
55,1.11885E+12,52.525,58.063,24.35,0,5,2.525,7.475,0.004252425,0.103546225,24.34977984,0,0
56,1.11885E+12,10.16,2127.587,62.5,0,1,0.16,9.84,0.000833333,0.052083315,62.4999783,0,0
56,1.11885E+12,51.408,80.388,25,0,5,1.408,8.592,0.02014578,0.503610421,24.99492702,0,0
57,1.11885E+12,32.202,2158.037,63.38,0,3,2.202,7.798,0.034266092,2.171359943,63.34279435,0,0
57,1.11885E+12,39.082,62.773,26.38,0,4,9.082,0.918,0.003283584,0.086620789,26.37985779,0,0
57,1.11885E+12,43.004,2167.475,37.02,0,4,3.004,6.996,0.01270202,0.470216119,37.01701361,0,0
57,1.11885E+12,66.466,537.622,39.37,0,7,6.466,3.534,0.014394169,0.566678866,39.36592149,0,0
59,1.11885E+12,7.887,2167.873,39.09,0,1,7.887,2.113,0.00075,0.029317492,39.08998901,0,0
59,1.11885E+12,37.629,74.335,25.27,0,4,7.629,2.371,0.014205617,0.358963872,25.26745031,0,0
60,1.11885E+12,8.377,2165.873,36.7,0,1,8.377,1.623,0.001,0.036699982,36.69998165,0,0
60,1.11885E+12,12.974,38.226,34.87,0,2,2.974,7.026,0.002160599,0.075340043,34.86991861,0,0
60,1.11885E+12,11.396,179.254,41.99,0,1,1.396,8.604,0.005955146,0.250055118,41.98925544,0,0
60,1.11885E+12,11.433,183.448,42.04,0.77,2,1.433,8.567,0.008821898,0.370867781,42.03836411,0.006792773,0.769970037
60,1.11885E+12,12.481,566.293,35.69,0.74,1,2.481,7.519,0.017709703,0.632026261,35.68440336,0.013104495,0.739883959
60,1.11885E+12,12.543,569.851,35.89,3.06,2,2.543,7.457,0.017423757,0.625306982,35.88455226,0.053313997,3.059535523
60,1.11885E+12,13.232,1065.626,49,-0.23,1,3.232,6.768,0.032108438,1.573043123,48.97474385,-0.007383672,-0.229881451
60,1.11885E+12,13.39,1070.52,48.99,0.17,2,3.39,6.61,0.03227322,1.580790619,48.96448918,0.005485495,0.169911475
61,1.11885E+12,20.649,2168.393,48.67,0,2,0.649,9.351,0.001,0.048669976,48.66997567,0,0
61,1.11885E+12,71.188,536.439,45.13,0,7,1.188,8.812,0.030958503,1.396934076,45.10837478,0,0
63,1.11885E+12,45.993,2020.986,36.19,-0.48,4,5.993,4.007,0.092329335,3.33665324,36.03585499,-0.044255141,-0.477955524
63,1.11885E+12,46.247,2024.556,36.16,4.28,5,6.247,3.753,0.071028769,2.566241202,36.06882319,0.303747576,4.269208054
64,1.11885E+12,19.695,2127.569,68.53,0,2,9.695,0.305,0.000714286,0.048949988,68.52998252,0,0
64,1.11885E+12,51.714,79.925,25,0,5,1.714,8.286,0.015635721,0.390877102,24.99694412,0,0
65,1.11885E+12,7.913,2165.871,34.99,0,1,7.913,2.087,0.000857143,0.029991418,34.98998715,0,0
65,1.11885E+12,16.897,69.68,21.5,0,2,6.897,3.103,0.004285843,0.092145337,21.49980254,0,0
66,1.11885E+12,32.389,2165.891,38.67,0,3,2.389,7.611,0.00075,0.029002492,38.66998912,0,0
66,1.11885E+12,38.958,44.277,24.73,0,4,8.958,1.042,0.003096218,0.076569344,24.72988146,0,0
67,1.11885E+12,30.53,2128.633,65.6,0,3,0.53,9.47,0.000769231,0.050461524,65.59998059,0,0
67,1.11885E+12,36.726,26.276,28.45,0,4,6.726,3.274,0.00294716,0.083846575,28.44987645,0,0
67,1.11885E+12,21.627,2165.371,49.77,0,2,1.627,8.373,0.000888889,0.044239983,49.76998034,0,0
67,1.11885E+12,51.805,77.43,25,0,5,1.805,8.195,0.014452467,0.361299102,24.99738912,0,0
69,1.11885E+12,8.364,2129.124,57.21,0,1,8.364,1.636,0.000727273,0.041607262,57.20998487,0,0
69,1.11885E+12,39.606,66.853,26.17,0,4,9.606,0.394,0.01514816,0.396412176,26.16699749,0,0
71,1.11885E+12,23.645,457.643,30.55,-11.2,2,3.645,6.355,0.088408939,2.697376025,30.4306862,-0.988890719,-11.15625812
71,1.11885E+12,23.858,460.618,29.04,-11.2,3,3.858,6.142,0.071474677,2.073857802,28.96585427,-0.799834965,-11.17140385
71,1.11885E+12,33.936,990.52,40.41,5.72,3,3.936,6.064,0.117340588,4.730859322,40.13212018,0.669648981,5.680666355
71,1.11885E+12,34.317,994.586,41,6.12,4,4.317,5.683,0.093431069,3.82510302,40.82117817,0.570966597,6.09330757
71,1.11885E+12,42.782,2163.857,35.02,0,4,2.782,7.218,0.000571265,0.020005709,35.01999429,0,0
71,1.11885E+12,51.404,74.438,25,0,5,1.404,8.596,0.004126483,0.103161771,24.99978715,0,0
72,1.11885E+12,12.194,2155.359,45.04,-0.16,1,2.194,7.806,0.109345205,4.915099884,44.77101063,-0.01746039,-0.159044443
72,1.11885E+12,12.691,2159.862,45.04,0,2,2.691,7.309,0.109925942,4.941099246,44.7681487,0,0
72,1.11885E+12,13.683,2168.862,45.04,0,2,3.683,6.317,0.109779087,4.934524762,44.76887385,0,0
72,1.11885E+12,37.821,74.358,25,0,4,7.821,2.179,0.011523937,0.28809204,24.99834,0,0
73,1.11885E+12,21.447,2166.88,55.03,0,2,1.447,8.553,0.000909091,0.050027252,55.02997726,0,0
73,1.11885E+12,51.968,74.39,25.27,0,5,1.968,8.032,0.014584937,0.368548303,25.26731233,0,0
74,1.11885E+12,57.361,731.636,44.12,0.17,5,7.361,2.639,0.07606074,3.352565111,43.9924392,0.012917862,0.169508492
74,1.11885E+12,57.696,736.049,44.13,0.12,6,7.696,2.304,0.075766762,3.34038909,44.0033942,0.009083315,0.119655729
74,1.11885E+12,64.815,1305.883,49.48,-3.45,6,4.815,5.185,0,0,49.48,0,-3.45
74,1.11885E+12,64.823,1310.78,49.37,1.82,8,4.823,5.177,0.001633652,0.080653354,49.36993412,0.002973245,1.819997571
74,1.11885E+12,40.853,2166.399,30,0,4,0.853,9.147,0.000666667,0.019999996,29.99999333,0,0
74,1.11885E+12,52.815,75.435,25.02,0,5,2.815,7.185,0.005720744,0.143132231,25.01959059,0,0
74,1.11885E+12,56.955,699.574,46.55,10.36,5,6.955,3.045,0.095301868,4.429589593,46.33876602,0.985833473,10.31298853
74,1.11885E+12,57.363,704.276,47.58,10.81,6,7.363,2.637,0.086554788,4.11313659,47.40188295,0.934489419,10.76953247
74,1.11885E+12,66.321,1339.124,64.15,-3.3,6,6.321,3.679,0.000779909,0.050031181,64.14998049,-0.002573701,-3.299998996
74,1.11885E+12,66.305,1345.475,64.3,4.91,8,6.305,3.695,0.002519283,0.161989724,64.29979595,0.012369666,4.909984419
76,1.11885E+12,23.105,529.027,22.74,-4.24,2,3.105,6.895,0.100267122,2.276255822,22.62578749,-0.424420611,-4.218704439
76,1.11885E+12,23.337,531.283,22.35,-4.55,3,3.337,6.663,0.102476648,2.286346509,22.23274881,-0.465453092,-4.526130071
77,1.11885E+12,10.494,2127.595,55.02,0,1,0.494,9.506,0.000909256,0.050027257,55.01997726,0,0
77,1.11885E+12,39.599,80.349,28.41,0,4,9.599,0.401,0.014215702,0.403854496,28.40712941,0,0
79,1.11885E+12,9.422,2169.372,50.02,0,1,9.422,0.578,0.0008,0.040015987,50.01998399,0,0
79,1.11885E+12,39.504,76.831,25.02,0,4,9.504,0.496,0.014374833,0.359645942,25.01741503,0,0
80,1.11885E+12,34.618,1922.411,44.57,-2.71,3,4.618,5.382,0.041927281,1.868151444,44.53083101,-0.113589644,-2.707618399
80,1.11885E+12,34.828,1926.897,44.01,-9.02,4,4.828,5.172,0.046778155,2.057955881,43.96185753,-0.421785095,-9.010133036
80,1.11885E+12,31.889,2165.89,30,0,3,1.889,8.111,0.000666889,0.020006664,29.99999333,0,0
80,1.11885E+12,69.92,514.492,54.02,0,7,9.92,0.08,0.023025509,1.243728066,54.00568063,0,0
80,1.11885E+12,66.319,1344.541,54.39,1.76,6,6.319,3.681,0.000924043,0.050258711,54.38997678,0.001626316,1.759999249
80,1.11885E+12,66.338,1349.971,54.59,3.75,8,6.338,3.662,0.003499065,0.191013564,54.58966582,0.013121467,3.749977044
81,1.11885E+12,22.832,920.131,42.02,-0.26,2,2.832,7.168,0.085660465,3.595052406,41.86592885,-0.022244494,-0.25904668
81,1.11885E+12,23.192,924.328,42.01,0.2,3,3.192,6.808,0.085566115,3.5902477,41.85630444,0.017092348,0.199268291
82,1.11885E+12,9.374,2169.374,45,0,1,9.374,0.626,0.000888889,0.039999984,44.99998222,0,0
82,1.11885E+12,53.337,76.441,25.03,0,5,3.337,6.663,0.021002362,0.525650466,25.02447985,0,0
83,1.11885E+12,32.937,2124.091,64.64,0,3,2.937,7.063,0.000769231,0.049723062,64.63998088,0,0
83,1.11885E+12,51.612,65.515,33.17,0,5,1.612,8.388,0.009071556,0.30089939,33.16863518,0,0
83,1.11885E+12,57.815,615.236,37.67,3.58,5,7.815,2.185,0.037959826,1.429603248,37.642863,0.135863542,3.577421012
83,1.11885E+12,58.057,619.024,37.96,2.76,7,8.057,1.943,0.063799253,2.420177032,37.88277106,0.175966507,2.754384829
83,1.11885E+12,67.305,1343.652,79.37,-2.76,6,7.305,2.695,0.017843948,1.41619901,79.35736437,-0.049246683,-2.759560611
83,1.11885E+12,67.324,1351.543,79.33,2.2,8,7.324,2.676,0.002407802,0.191010725,79.32977004,0.005297159,2.199993623
87,1.11885E+12,9.685,2167.359,45.01,0,1,9.685,0.315,0.000666667,0.03000666,45.00999,0,0
87,1.11885E+12,52.313,35.545,24.25,0,5,2.313,7.687,0.019993452,0.484808898,24.24515334,0,0
90,1.11885E+12,57.123,925.732,52.41,7.3,5,7.123,2.877,0.103244661,5.401444648,52.13091689,0.752347757,7.261127519
90,1.11885E+12,57.692,931.016,53.08,6.19,6,7.692,2.308,0.107270221,5.682989756,52.7748996,0.662729966,6.154420281
90,1.11885E+12,67.983,1309.498,69.63,9.81,6,7.983,2.017,0.024541187,1.708631312,69.60903303,0.240724877,9.807046015
90,1.11885E+12,68.254,1316.507,70.48,9.35,8,8.254,1.746,0.038645324,2.723044537,70.42737698,0.361243848,9.343018938
91,1.11885E+12,7.412,2166.871,45.01,0,1,7.412,2.588,0.000666667,0.03000666,45.00999,0,0
91,1.11885E+12,27.8,72.803,25,0,3,7.8,2.2,0.009735766,0.243390303,24.9988152,0,0
92,1.11885E+12,11.82,679.067,38.06,11.2,1,1.82,8.18,0.117962357,4.479242239,37.79550223,1.318116476,11.12216566
92,1.11885E+12,12.262,682.955,39.82,11.2,2,2.262,7.738,0.113197149,4.497890408,39.56515363,1.265102274,11.12832046
93,1.11885E+12,32.675,2164.378,32.12,0,3,2.675,7.325,0.000857143,0.027531418,32.1199882,0,0
93,1.11885E+12,51.528,72.45,20.02,0,5,1.528,8.472,0.009012016,0.180418128,20.01918703,0,0
94,1.11885E+12,21.66,2129.62,53.67,0,2,1.66,8.34,0.091381151,4.89760349,53.44606983,0,0
