v_Vel_X,v_Vel_Y,v_Acc_X,v_Acc_Y,Distance_l,Distance_r,label
0.295063039,14.99709765,0,0,6.719,3.281,1
0.043799226,54.75998248,0,0,4.688,5.312,1
0.196457326,24.09919925,0,0,7.637,2.363,1
5.743766078,87.18099593,0,0,9.196,0.804,1
0.935768843,19.47753415,0,0,3.233,6.767,1
1.029482794,44.29803907,0.093863924,4.038909452,5.276,4.724,1
0.762792736,44.65348528,0.066099594,3.869435468,5.2,4.8,1
3.198586426,45.24708438,-0.236227172,-3.341660773,7.698,2.302,1
4.691195394,44.69447713,-0.568914439,-5.420224752,7.222,2.778,1
4.411079601,32.44148543,0.505239722,3.715808502,5.823,4.177,1
4.565657629,32.94514183,0.851084705,6.141307257,5.369,4.631,1
2.349412024,30.89078606,-0.030334565,-0.398848109,5.347,4.653,1
2.363841175,30.85959745,-0.012983942,-0.169503443,5.11,4.89,1
1.299140867,35.71638046,0,0,5.354,4.646,1
1.299503986,35.71636725,0,0,5.224,4.776,1
2.772103562,38.50033041,0,0,7.481,2.519,1
2.653706433,38.5086723,0,0,7.215,2.785,1
6.233809874,52.0178019,1.332671704,11.12043102,7.357,2.643,1
5.799131831,54.68336283,0.686531155,6.473698709,6.789,3.211,1
3.812936893,46.34340851,0.818346456,9.946391762,3.134,6.866,1
4.078259813,47.43500708,0.959388992,11.15883384,2.73,7.27,1
1.836927227,41.95981051,0.004811,0.109894742,5.434,4.566,1
1.937474522,41.96529867,-0.002305968,-0.049946797,5.24,4.76,1
0.040053318,45.0599822,0,0,2.449,7.551,1
0.435334127,24.9962094,0,0,5.933,4.067,1
3.01453784,21.37850934,-0.157778034,-1.118930781,5.286,4.714,1
2.729045776,21.33617607,-0.071049076,-0.555474598,5.011,4.989,1
5.353628219,50.21542258,0.665758123,6.244610966,5.166,4.834,1
5.784781175,51.00299214,1.197978256,10.56227949,4.593,5.407,1
0.041113838,66.80998735,0,0,3.293,6.707,1
0.125143774,15.8895072,0,0,7.117,2.883,1
0.676763879,42.48461004,0.134269699,8.428930635,2.221,7.779,1
0.655829792,43.31503535,0.124746941,8.239055662,2.156,7.844,1
5.861652382,38.99187007,0.017839165,0.118666609,7.439,2.561,1
5.781314286,39.01397192,0.042509664,0.286867441,6.855,3.145,1
1.138260614,59.47910947,0.00593143,0.30994325,6.314,3.686,1
1.209140662,59.4977149,-0.003047742,-0.149969034,6.193,3.807,1
0.050099999,60.10997912,0,0,6.923,3.077,1
0.371681278,14.99539439,0,0,4.94,5.06,1
0.038494535,52.929986,0,0,3.436,6.564,1
0.19120469,29.99939067,0,0,0.102,9.898,1
1.698050698,45.19811416,-0.001877129,-0.049964751,5.117,4.883,1
1.709156555,45.19769556,0,0,4.946,5.054,1
3.140864084,45.88262278,0.05190382,0.758225556,7.521,2.479,1
3.124521199,46.09422271,0.211006626,3.112856599,7.21,2.79,1
2.078606469,70.42933334,0,0,4.024,5.976,1
0.296223568,20.66787729,0,0,3.97,6.03,1
2.50895872,28.12832605,0.312731399,3.5060803,8.005,1.995,1
2.077863789,28.40409974,0.082443332,1.126988508,7.796,2.204,1
4.18608957,39.17699139,0.367610912,3.440415995,5.225,4.775,1
3.579812615,39.61859843,0.388757931,4.302472228,4.868,5.132,1
1.524793534,47.45550974,-0.251777197,-7.835956115,4.812,5.188,1
1.659372951,46.62047813,-0.329384641,-9.254139925,4.644,5.356,1
4.447264975,51.31765714,-0.015540821,-0.179327864,4.021,5.979,1
4.487849371,51.49480855,0.2578625,2.958784705,3.574,6.426,1
1.3234423,57.57479136,0.250716366,10.90711884,3.546,6.454,1
1.639996329,58.5770468,0.267548889,9.556255417,3.383,6.617,1
0.050061533,65.06998074,0,0,4.209,5.791,1
0.218608932,29.7491968,0,0,9.046,0.954,1
0.051789974,51.78997411,0,0,0.389,9.611,1
0.124264423,15.25949404,0,0,3.127,6.873,1
2.053889759,45.74391366,-0.150262736,-3.34662832,4.688,5.312,1
2.120959954,45.50059372,-0.054944736,-1.178720101,4.476,5.524,1
1.229805127,69.07905384,0,0,3.475,6.525,1
0.997210666,23.96926513,0,0,4.346,5.654,1
1.894850645,50.00411124,-0.035594716,-0.939325831,3.129,6.871,1
3.31005851,49.86024882,-0.064253687,-0.967869549,2.797,7.203,1
0.032159988,37.51998622,0,0,3.698,6.302,1
0.162606958,11.80888051,0,0,4.868,5.132,1
0.050109975,50.10997495,0,0,5.186,4.814,1
0.150863796,6.208167211,0,0,4.307,5.693,1
1.551421729,50.26606401,-0.165044865,-5.347453618,2.58,7.42,1
1.667420284,49.92216151,-0.024702523,-0.739587578,2.414,7.586,1
0.040096006,50.10998396,0,0,4.927,5.073,1
0.241802546,18.45841628,0,0,7.567,2.433,1
3.208945752,38.62693707,0,0,8.549,1.451,1
3.208945752,38.62693707,0,0,8.227,1.773,1
3.14649701,37.70895327,-0.702640056,-8.420736129,7.261,2.739,1
3.224387391,37.24067301,-0.345901376,-3.995053471,6.939,3.061,1
1.926808787,33.46457542,0,0,5.52,4.48,1
1.926808787,33.46457542,0,0,5.327,4.673,1
3.933294579,25.44782297,0,0,5.821,4.179,1
3.931803285,25.44805342,0,0,5.423,4.577,1
2.856057313,28.86906712,-0.005907047,-0.059708515,3.872,6.128,1
2.858008569,28.86887402,0.010836985,0.109464879,3.585,6.415,1
0.038659981,38.65998067,0,0,1.161,8.839,1
0.125318017,17.99956376,0,0,6.553,3.447,1
0.048024983,57.62997999,0,0,6.082,3.918,1
0.604708778,23.00205268,0,0,2.174,7.826,1
0.669877273,34.9935889,0,0,1.76,8.24,1
0.690063038,34.99319667,0,0,1.691,8.309,1
0.792647763,42.70264406,0.052707086,2.839510867,1.329,8.671,1
0.91468033,43.05028409,0.073922145,3.479214784,1.238,8.762,1
1.160378822,52.95728865,0.004381268,0.199952005,3.213,6.787,1
1.139091244,52.95775081,-0.000430089,-0.019995375,3.099,6.901,1
0.463918744,57.35812392,-0.084517972,-10.44965821,2.604,7.396,1
0.880502346,56.26311061,-0.175255487,-11.19862873,2.515,7.485,1
1.737378116,31.61229377,0,0,3.173,6.827,1
1.737378116,31.61229377,0,0,2.999,7.001,1
1.939582747,46.89991065,0.01322255,0.319726702,4.973,5.027,1
1.926732626,46.91044874,-0.002462278,-0.059949455,4.78,5.22,1
1.750636596,46.07675522,0.077831382,2.048521974,7.653,2.347,1
2.634008809,46.1849499,0.047828954,0.838637223,7.389,2.611,1
0.696638415,63.2861659,0,0,3.158,6.842,1
0.140708178,17.25942644,0,0,5.587,4.413,1
0.030022486,40.03998874,0,0,3.674,6.326,1
0.197434101,14.9987006,0,0,6.088,3.912,1
0.989261159,63.82233357,0.001549837,0.099987989,5.486,4.514,1
0.803742957,63.59492116,-0.042588267,-3.369730885,5.405,4.595,1
3.314556087,48.59709681,-0.762123346,-11.17403991,7.834,2.166,1
3.133905114,47.71719856,-0.372241344,-5.667789373,7.52,2.48,1
0.933782691,47.74086876,-0.200641056,-10.25803798,5.476,4.524,1
1.841119675,46.88386373,-0.306068488,-7.793992692,5.291,4.709,1
0.409737768,34.99760156,0,0,6.279,3.721,1
0.409971872,34.99759882,0,0,6.238,3.762,1
0.040022831,35.01997713,0,0,5.663,4.337,1
0.275561904,19.49805287,0,0,6.03,3.97,1
2.671758112,57.20764467,0.114297318,2.44733245,3.452,6.548,1
2.118926802,57.42091735,0.054208535,1.469000148,3.24,6.76,1
0.049945434,54.9399773,0,0,7.652,2.348,1
0.294544189,20.31786514,0,0,7.337,2.663,1
3.022792154,28.28895946,0,0,3.393,6.607,1
2.953186554,28.06505103,-0.393479144,-3.739354779,3.091,6.909,1
3.741823214,31.14603761,-0.34233448,-2.849509976,3.417,6.583,1
3.631668624,30.76640023,-0.679912137,-5.760010372,3.046,6.954,1
1.332907034,46.71098649,-0.313759413,-10.99552432,2.557,7.443,1
1.066915698,45.80757678,-0.171377118,-7.358004477,2.45,7.55,1
0.020005709,35.01999429,0,0,2.924,7.076,1
0.240475881,20.26857349,0,0,8.084,1.916,1
0.040055987,50.06998398,0,0,5.113,4.887,1
0.284561276,21.8381461,0,0,7.826,2.174,1
2.961674371,39.10801561,0.020388885,0.269229072,4.781,5.219,1
2.995094869,39.095441,-0.037429138,-0.488568378,4.48,5.52,1
2.927697619,39.84257882,-0.046168949,-0.628305999,3.656,6.344,1
3.169158966,39.77394161,-0.046067975,-0.578167572,3.338,6.662,1
0.559793961,62.12747807,0,0,3.413,6.587,1
0.388107711,28.25733484,0,0,3.704,6.296,1
0.169999017,49.999711,0,0,5.172,4.828,1
0.485900449,24.99527757,0,0,9.106,0.894,1
0.041175987,51.46998353,0,0,6.447,3.553,1
0.256089413,10.26680662,0,0,4.149,5.851,1
3.190288945,59.45446709,0.508495836,9.476367025,3.776,6.224,1
2.031640535,60.3558161,0.296049623,8.795018739,3.574,6.426,1
0.020259995,30.38999325,0,0,2.198,7.802,1
0.290963007,23.82822361,0,0,6.559,3.441,1
2.70789129,28.60210175,0,0,3.599,6.401,1
2.70789129,28.60210175,0,0,3.327,6.673,1
3.60062924,53.86980201,-0.010670507,-0.159643792,5.231,4.769,1
3.655463579,53.81599378,-0.051504492,-0.758252786,4.864,5.136,1
5.051875565,69.87762269,0,0,7.316,2.684,1
0.303842297,25.00815427,0,0,1.807,8.193,1
2.97485724,50.5024586,-0.087028834,-1.477438994,5.942,4.058,1
4.654367005,50.42565287,0.215071461,2.330095334,5.478,4.522,1
3.74070752,47.75371302,-0.035923287,-0.458595156,4.993,5.007,1
3.226035961,47.8012635,0.030974255,0.458955984,4.67,5.33,1
1.667603348,38.82420249,-0.268636051,-6.25423334,4.953,5.047,1
1.198474702,38.30125401,-0.113529832,-3.628224218,4.833,5.167,1
1.39352981,61.19413513,0.254983399,11.1970971,6.118,3.882,1
0.857704273,61.994067,0.072489845,5.239498566,6.032,3.968,1
3.199352264,43.0512839,0.071146124,0.957360031,3.164,6.836,1
3.145505606,43.17557058,0.168574105,2.313867492,2.85,7.15,1
1.923396658,54.48606194,0.146406752,4.147416673,5.747,4.253,1
1.605060352,55.51680269,0.323670795,11.19532211,5.589,4.411,1
1.739838338,59.31448864,0,0,4.591,5.409,1
0.460878686,24.99575146,0,0,5.564,4.436,1
2.438865017,39.68512993,0.68700423,11.17890984,0.436,9.564,1
2.064218592,41.54875451,0.555751159,11.18620314,0.639,9.361,1
5.518304918,83.74839229,0,0,1.175,8.825,1
0.618393911,19.99043744,0,0,8.357,1.643,1
0.044751165,44.73997762,0,0,1.922,8.078,1
0.080974484,10.06967443,0,0,5.086,4.914,1
0.050083316,60.09997913,0,0,5.711,4.289,1
0.15817475,19.99937451,0,0,9.213,0.787,1
0.028994992,38.65998913,0,0,3.494,6.506,1
0.194141903,23.74920649,0,0,6.281,3.719,1
0.030013327,45.01999,0,0,6.902,3.098,1
0.073334897,14.99982073,0,0,6.656,3.344,1
0.029999985,29.999985,0,0,2.174,7.826,1
0.219010631,28.28915224,0,0,5.823,4.177,1
2.727875578,69.10618131,0,0,2.583,7.417,1
0.444992203,29.99669952,0,0,2.656,7.344,1
0.040072703,55.10998543,0,0,8.172,1.828,1
0.150744755,16.53931305,0,0,9.068,0.932,1
2.621742099,33.00603836,0.013461074,0.169466219,4.56,5.44,1
2.612294729,32.95663084,-0.061633088,-0.777561163,4.297,5.703,1
0.050066649,60.07997914,0,0,3.415,6.585,1
0.445369401,23.99586727,0,0,4.429,5.571,1
5.508723837,39.89143845,-0.726380024,-5.260082895,5.679,4.321,1
5.754844907,39.64448713,0.008619338,0.059377664,5.103,4.897,1
2.948142584,45.89540887,0.035898235,0.558848205,4.24,5.76,1
2.910360479,45.92788044,-0.010751006,-0.169659706,3.948,6.052,1
0.051290653,56.42997669,0,0,4.175,5.825,1
0.549735631,30.05497281,0,0,5.843,4.157,1
3.786124133,28.71144134,0.167342503,1.269013982,4.283,5.717,1
3.994953898,28.75380398,-0.044036695,-0.316955469,3.878,6.122,1
0.857389112,45.35189614,-0.086003537,-4.549187113,4.476,5.524,1
0.694842975,45.14465299,0.000307793,0.019997631,4.407,5.593,1
4.857226812,57.6657979,0.411273741,4.882709689,7.44,2.56,1
5.050070658,58.22139114,0.580706277,6.694862226,6.937,3.063,1
4.085319855,48.14698912,-0.351716279,-4.145105024,5.626,4.374,1
4.057318091,47.86835876,-0.086990792,-1.026319932,5.22,4.78,1
5.920459326,49.15473793,0.703136757,5.837807696,4.913,5.087,1
4.281255985,49.73607591,0.170667056,1.98266809,4.482,5.518,1
3.444650392,55.84386165,0.689545744,11.17875336,4.357,5.643,1
3.325874964,57.56400052,0.646024967,11.18135286,4.029,5.971,1
0.028012886,42.00999066,0,0,0.413,9.587,1
0.120446986,15.86954292,0,0,4.492,5.508,1
1.337033314,31.01119059,0.005168943,0.119888623,5.69,4.31,1
1.327926719,31.01158188,-0.003422492,-0.079926757,5.557,4.443,1
2.50664332,18.31930237,0.004067025,0.029723043,3.862,6.138,1
2.55662659,18.32249056,0.019347444,0.138656685,3.604,6.396,1
4.020823586,24.01573396,0.237781764,1.420232316,2.557,7.443,1
3.966512185,24.237582,0.473203612,2.891535637,2.159,7.841,1
0.038406658,57.6099872,0,0,3.486,6.514,1
0.700325264,44.50449016,0,0,0.142,9.858,1
0.371030869,60.77886751,0.037969924,6.219884105,2.516,7.484,1
1.01254313,60.81157091,-0.090732655,-5.44924468,2.413,7.587,1
0.189865707,56.99968378,-0.000699505,-0.209998835,2.942,7.058,1
0.149683914,56.91980319,-0.002997886,-1.139996058,2.957,7.043,1
0.150204774,58.5398073,-0.00084673,-0.329998914,3.283,6.717,1
0.180122266,58.51972279,0.000461694,0.149999289,3.301,6.699,1
2.843334457,29.86495353,-0.026537788,-0.278739566,4.723,5.277,1
2.783246632,29.83043979,-0.058526214,-0.627275603,4.443,5.557,1
1.987767469,17.88990722,0,0,4.127,5.873,1
1.977948941,17.89099544,0,0,3.928,6.072,1
1.969236122,49.46081387,0.001591302,0.039968334,6.225,3.775,1
2.001308153,49.84984319,0.255528822,6.364872742,6.028,3.972,1
2.83748,43.57771916,-0.291739986,-4.480512,6.176,3.824,1
3.327088264,43.23216492,-0.135047863,-1.754811122,5.843,4.157,1
0.040053318,45.0599822,0,0,4.707,5.293,1
0.408470236,29.99721907,0,0,6.179,3.821,1
0.030007492,40.00998875,0,0,1.376,8.624,1
0.175510858,22.49931545,0,0,4.997,5.003,1
0.199758812,58.25965754,-0.020023884,-5.839965671,2.607,7.393,1
0.965030094,57.93196283,-0.006662272,-0.399944514,2.511,7.489,1
0.054771837,60.25997511,0,0,2.232,7.768,1
0.087933718,22.33982694,0,0,4.047,5.953,1
0.037154261,32.50997877,0,0,9.639,0.361,1
0.279094522,24.99844208,0,0,6.224,3.776,1
0.05010907,55.11997722,0,0,8.937,1.063,1
0.651403859,31.42324893,0,0,5.493,4.507,1
0.031109991,41.47998833,0,0,4.222,5.778,1
0.206181264,27.21921912,0,0,8.44,1.56,1
3.969007229,25.38155002,0.520652174,3.329537703,3.965,6.035,1
4.110160613,26.00721976,1.420526456,8.988442834,3.562,6.438,1
0.030103651,55.17999179,0,0,6.368,3.632,1
0.304304122,22.26792085,0,0,8.396,1.604,1
0.029682846,34.62998728,0,0,3.423,6.577,1
0.339600268,24.99769333,0,0,4.912,5.088,1
0.030892491,41.18998842,0,0,2.173,7.827,1
0.217220576,29.99921358,0,0,7.017,2.983,1
4.880369351,19.38509982,-0.2270507,-0.901858071,4.357,5.643,1
4.735141864,19.37991051,0.073578645,0.301141467,3.872,6.128,1
0.500797473,61.51796162,-0.00325616,-0.399986747,5.523,4.477,1
1.865763818,61.76182498,0.136180528,4.507943529,5.338,4.662,1
0.049999985,64.98998077,0,0,5.006,4.994,1
0.296405605,29.34850326,0,0,3.875,6.125,1
1.07738336,57.6699371,0.040906199,2.189617931,2.816,7.184,1
1.513192066,57.75017879,-0.024621785,-0.939677481,2.664,7.336,1
0.03000856,35.00998714,0,0,1.438,8.562,1
0.377742275,27.99745186,0,0,3.135,6.865,1
1.065840196,54.67961306,0,0,5.33,4.67,1
0.32702275,29.67819833,0,0,1.925,8.075,1
0.619461205,40.00520426,-0.004180318,-0.269967637,2.462,7.538,1
0.62008052,39.98519226,0,0,2.4,7.6,1
4.116079071,43.6463457,-0.253499395,-2.688073298,7.55,2.45,1
5.257509898,43.33221769,-0.134900598,-1.111846135,7.021,2.979,1
1.640881884,62.77855929,-0.292641355,-11.19617618,5.452,4.548,1
2.390441545,61.19332798,-0.437180688,-11.19146429,5.21,4.79,1
1.030530269,60.75126013,0.112958058,6.659042009,5.135,4.865,1
1.265800016,61.2069126,0.042799837,2.069557483,5.008,4.992,1
3.533723544,53.89427519,0,0,3.442,6.558,1
3.543009493,53.89366553,0,0,3.087,6.913,1
0.046899984,56.27998046,0,0,8.911,1.089,1
0.251210823,22.79861604,0,0,5.854,4.146,1
3.128528193,24.77323579,0.08143946,0.644877984,4.365,5.635,1
3.269073629,24.79542816,0.022220812,0.168541495,4.035,5.965,1
2.024082597,34.17010374,-0.01064373,-0.179685033,3.821,6.179,1
2.027027784,34.15991157,0,0,3.618,6.382,1
0.049733361,59.68997928,0,0,4.935,5.065,1
0.214686111,24.99907818,0,0,7.34,2.66,1
0.020754067,36.32999407,0,0,9.685,0.315,1
0.203647622,29.99930879,0,0,5.438,4.562,1
0.040080004,60.10998664,0,0,5.437,4.563,1
0.355449054,26.32760065,0,0,7.171,2.829,1
0.03891655,53.51998585,0,0,6.829,3.171,1
0.215647558,25.33908239,0,0,8.941,1.059,1
5.061588361,18.93516103,-0.490664178,-1.835551324,6.432,3.568,1
5.441702386,18.86066741,0.282757842,0.980024491,5.874,4.126,1
5.682038162,50.6623612,-0.112570784,-1.003707038,4.839,5.161,1
5.963396067,50.56959865,-0.037476173,-0.317797949,4.239,5.761,1
0.020006664,29.99999333,0,0,1.175,8.825,1
0.200543901,27.80927691,0,0,6.084,3.916,1
0.040058171,55.07998543,0,0,2.448,7.552,1
0.362922286,28.16766209,0,0,5.329,4.671,1
0.047349984,56.81998027,0,0,3.638,6.362,1
0.353880467,28.55780749,0,0,7.676,2.324,1
0.028417096,37.87998934,0,0,3.436,6.564,1
0.559524319,30.02478697,0,0,4.381,5.619,1
0.44006644,54.45822198,0.050745818,6.27979497,5.788,4.212,1
0.847275147,54.89346159,0.031637779,2.049755852,5.703,4.297,1
2.505114566,45.55116685,-0.274563192,-4.992455814,7.516,2.484,1
3.297900709,45.48058763,0.269762492,3.720232277,7.191,2.809,1
0.608659697,55.99669216,0.005760529,0.529968694,5.541,4.459,1
0.739012359,56.02512616,-0.003297396,-0.249978253,5.467,4.533,1
0.053290887,58.61997578,0,0,3.221,6.779,1
0.565069296,29.72462946,0,0,3.699,6.301,1
0.029989988,29.99998501,0,0,2.209,7.791,1
0.359496736,27.87768215,0,0,5.158,4.842,1
0.051549982,61.85997852,0,0,6.649,3.351,1
0.422431423,30.0170277,0,0,7.144,2.856,1
2.038796679,51.45962794,0,0,3.061,6.939,1
0.521391821,27.01496901,0,0,2.337,7.663,1
3.989833376,40.42357765,0.608984907,6.170019237,4.612,5.388,1
4.38567624,41.22738706,1.151954034,10.82890123,4.18,5.82,1
1.75001925,52.02057221,0.00605194,0.179898232,6.645,3.355,1
1.37649634,51.81171834,-0.094811729,-3.568740777,6.784,3.216,1
0.048909071,53.79997777,0,0,5.352,4.648,1
0.484900721,24.99529698,0,0,5.476,4.524,1
0.039483626,54.28998564,0,0,5.936,4.064,1
0.557564299,28.72458915,0,0,4.707,5.293,1
0.046474984,55.76998064,0,0,1.876,8.124,1
0.504664415,29.25564755,0,0,5.302,4.698,1
3.763035704,35.33016363,0.549680701,5.160809154,5.727,4.273,1
4.035276384,35.9341362,0.869325305,7.741341842,5.327,4.673,1
1.79716742,56.27130876,-0.221533604,-6.936463282,5.273,4.727,1
1.81360953,56.13070836,0.092036808,2.848513512,5.094,4.906,1
2.47131093,24.56600746,-0.275257394,-2.736189571,3.155,6.845,1
2.47805877,24.17331638,-0.522125963,-5.093307813,2.902,7.098,1
0.020266751,30.38999324,0,0,0.186,9.814,1
0.222465697,29.99917514,0,0,4.604,5.396,1
5.580392491,43.02965628,1.440433185,11.10698664,5.322,4.678,1
6.364859465,47.02117676,1.502348282,11.09878145,4.708,5.292,1
2.574956846,42.73248995,-0.427054277,-7.087145028,3.121,6.879,1
1.173073422,42.02363024,-0.253366001,-9.076464382,3.002,6.998,1
5.654617235,44.5425112,-0.007556281,-0.059522287,4.169,5.831,1
5.940019533,44.51543853,0.025130343,0.188330735,3.57,6.43,1
0.037746658,56.61998742,0,0,4.708,5.292,1
0.554908996,30.0048692,0,0,5.904,4.096,1
0.050074983,60.08997914,0,0,3.733,6.267,1
0.363303362,27.59760879,0,0,6.715,3.285,1
5.018859344,21.1630232,1.042999735,4.398016775,6.063,3.937,1
5.3087327,21.92648985,2.635541057,10.88549141,5.541,4.459,1
3.682763071,59.45605231,0,0,4.153,5.847,1
0.181621335,24.16931761,0,0,8.779,1.221,1
0.620180428,57.18663722,0.039472928,3.639785967,5.868,4.132,1
0.937075946,57.11231293,-0.066769942,-4.06945227,5.773,4.227,1
2.124219082,46.66167371,0.46750101,10.26936428,7.681,2.319,1
1.215369988,47.80455288,0.284653782,11.1963821,7.561,2.439,1
0,39.02,0,8.89,6.441,3.559,1
0,39.7,0,4.73,6.441,3.559,1
0.028994992,38.65998913,0,0,6.424,3.576,1
0.883999834,51.51241544,0,0,9.369,0.631,1
2.818624558,60.78468438,0.031961396,0.689259363,2.687,7.313,1
2.813752743,60.8249529,-0.007855772,-0.169818394,2.405,7.595,1
0.601643433,48.50626893,-0.138907575,-11.19913857,3.029,6.971,1
0.918285449,47.59114153,-0.134077392,-6.948706588,2.937,7.063,1
1.309660156,57.4850832,0,0,2.791,7.209,1
1.399341993,57.48297002,0,0,2.651,7.349,1
0.037243125,51.19998645,0,0,4.187,5.813,1
0.540824432,29.96511987,0,0,6.399,3.601,1
2.026725,38.86719421,-0.008852601,-0.169769348,3.886,6.114,1
